time,price,symbol
1994-05-27 00:00:00,0.73282,AUDUSD
1994-05-30 00:00:00,0.734015,AUDUSD
1994-05-31 00:00:00,0.735733,AUDUSD
1994-06-01 00:00:00,0.737983,AUDUSD
1994-06-02 00:00:00,0.738409,AUDUSD
1994-06-03 00:00:00,0.737503,AUDUSD
1994-06-06 00:00:00,0.735935,AUDUSD
1994-06-07 00:00:00,0.7344229999999999,AUDUSD
1994-06-08 00:00:00,0.734318,AUDUSD
1994-06-09 00:00:00,0.734378,AUDUSD
1994-06-10 00:00:00,0.734427,AUDUSD
1994-06-13 00:00:00,0.735342,AUDUSD
1994-06-14 00:00:00,0.7325,AUDUSD
1994-06-15 00:00:00,0.730178,AUDUSD
1994-06-16 00:00:00,0.729535,AUDUSD
1994-06-17 00:00:00,0.731388,AUDUSD
1994-06-20 00:00:00,0.736625,AUDUSD
1994-06-21 00:00:00,0.73964,AUDUSD
1994-06-22 00:00:00,0.742204,AUDUSD
1994-06-23 00:00:00,0.7370800000000001,AUDUSD
1994-06-24 00:00:00,0.732171,AUDUSD
1994-06-27 00:00:00,0.725334,AUDUSD
1994-06-28 00:00:00,0.72268,AUDUSD
1994-06-29 00:00:00,0.723279,AUDUSD
1994-06-30 00:00:00,0.727309,AUDUSD
1994-07-01 00:00:00,0.729925,AUDUSD
1994-07-04 00:00:00,0.730958,AUDUSD
1994-07-05 00:00:00,0.729318,AUDUSD
1994-07-06 00:00:00,0.726256,AUDUSD
1994-07-07 00:00:00,0.728951,AUDUSD
1994-07-08 00:00:00,0.729982,AUDUSD
1994-07-11 00:00:00,0.73101,AUDUSD
1994-07-12 00:00:00,0.734324,AUDUSD
1994-07-13 00:00:00,0.736123,AUDUSD
1994-07-14 00:00:00,0.735157,AUDUSD
1994-07-15 00:00:00,0.735526,AUDUSD
1994-07-18 00:00:00,0.733499,AUDUSD
1994-07-19 00:00:00,0.732344,AUDUSD
1994-07-20 00:00:00,0.734988,AUDUSD
1994-07-21 00:00:00,0.7364850000000001,AUDUSD
1994-07-22 00:00:00,0.7378859999999999,AUDUSD
1994-07-25 00:00:00,0.741639,AUDUSD
1994-07-26 00:00:00,0.7434270000000001,AUDUSD
1994-07-27 00:00:00,0.741358,AUDUSD
1994-07-28 00:00:00,0.7380439999999999,AUDUSD
1994-07-29 00:00:00,0.738075,AUDUSD
1994-08-01 00:00:00,0.737983,AUDUSD
1994-08-02 00:00:00,0.736121,AUDUSD
1994-08-03 00:00:00,0.7331949999999999,AUDUSD
1994-08-04 00:00:00,0.731598,AUDUSD
1994-08-05 00:00:00,0.737857,AUDUSD
1994-08-08 00:00:00,0.741373,AUDUSD
1994-08-09 00:00:00,0.74162,AUDUSD
1994-08-10 00:00:00,0.7419899999999999,AUDUSD
1994-08-11 00:00:00,0.744757,AUDUSD
1994-08-12 00:00:00,0.743861,AUDUSD
1994-08-15 00:00:00,0.741738,AUDUSD
1994-08-16 00:00:00,0.741428,AUDUSD
1994-08-17 00:00:00,0.7415619999999999,AUDUSD
1994-08-18 00:00:00,0.7405619999999999,AUDUSD
1994-08-19 00:00:00,0.739524,AUDUSD
1994-08-22 00:00:00,0.737467,AUDUSD
1994-08-23 00:00:00,0.7360329999999999,AUDUSD
1994-08-24 00:00:00,0.738965,AUDUSD
1994-08-25 00:00:00,0.741995,AUDUSD
1994-08-26 00:00:00,0.742676,AUDUSD
1994-08-29 00:00:00,0.7430829999999999,AUDUSD
1994-08-30 00:00:00,0.743463,AUDUSD
1994-08-31 00:00:00,0.743182,AUDUSD
1994-09-01 00:00:00,0.742679,AUDUSD
1994-09-02 00:00:00,0.742679,AUDUSD
1994-09-05 00:00:00,0.740509,AUDUSD
1994-09-06 00:00:00,0.74024,AUDUSD
1994-09-07 00:00:00,0.741081,AUDUSD
1994-09-08 00:00:00,0.743091,AUDUSD
1994-09-09 00:00:00,0.744807,AUDUSD
1994-09-12 00:00:00,0.743815,AUDUSD
1994-09-13 00:00:00,0.743202,AUDUSD
1994-09-14 00:00:00,0.74252,AUDUSD
1994-09-15 00:00:00,0.742542,AUDUSD
1994-09-16 00:00:00,0.743448,AUDUSD
1994-09-19 00:00:00,0.7435579999999999,AUDUSD
1994-09-20 00:00:00,0.743275,AUDUSD
1994-09-21 00:00:00,0.740927,AUDUSD
1994-09-22 00:00:00,0.737408,AUDUSD
1994-09-23 00:00:00,0.737785,AUDUSD
1994-09-26 00:00:00,0.73964,AUDUSD
1994-09-27 00:00:00,0.73964,AUDUSD
1994-09-28 00:00:00,0.740074,AUDUSD
1994-09-29 00:00:00,0.739309,AUDUSD
1994-09-30 00:00:00,0.7395109999999999,AUDUSD
1994-10-03 00:00:00,0.740789,AUDUSD
1994-10-04 00:00:00,0.739792,AUDUSD
1994-10-05 00:00:00,0.739342,AUDUSD
1994-10-06 00:00:00,0.739721,AUDUSD
1994-10-07 00:00:00,0.738874,AUDUSD
1994-10-10 00:00:00,0.7383609999999999,AUDUSD
1994-10-11 00:00:00,0.737136,AUDUSD
1994-10-12 00:00:00,0.736463,AUDUSD
1994-10-13 00:00:00,0.736999,AUDUSD
1994-10-14 00:00:00,0.7362850000000001,AUDUSD
1994-10-17 00:00:00,0.7360869999999999,AUDUSD
1994-10-18 00:00:00,0.736733,AUDUSD
1994-10-19 00:00:00,0.736621,AUDUSD
1994-10-20 00:00:00,0.735956,AUDUSD
1994-10-21 00:00:00,0.733549,AUDUSD
1994-10-24 00:00:00,0.735106,AUDUSD
1994-10-25 00:00:00,0.736779,AUDUSD
1994-10-26 00:00:00,0.738158,AUDUSD
1994-10-27 00:00:00,0.74131,AUDUSD
1994-10-28 00:00:00,0.742762,AUDUSD
1994-10-31 00:00:00,0.742676,AUDUSD
1994-11-01 00:00:00,0.741609,AUDUSD
1994-11-02 00:00:00,0.74119,AUDUSD
1994-11-03 00:00:00,0.742174,AUDUSD
1994-11-04 00:00:00,0.7443069999999999,AUDUSD
1994-11-07 00:00:00,0.750321,AUDUSD
1994-11-08 00:00:00,0.750321,AUDUSD
1994-11-09 00:00:00,0.753767,AUDUSD
1994-11-10 00:00:00,0.754325,AUDUSD
1994-11-11 00:00:00,0.753724,AUDUSD
1994-11-14 00:00:00,0.752293,AUDUSD
1994-11-15 00:00:00,0.752184,AUDUSD
1994-11-16 00:00:00,0.751838,AUDUSD
